b0,b1,sig2
-0.196224621,0.071205388,0.796042286
0.107733112,0.07174446,0.628112407
-0.253977779,0.074587362,0.604284177
-0.148040178,0.07105118,0.805723173
-0.056670639,0.06862643,0.621587599
0.004821584,0.061362295,0.658274165
0.183556735,0.058292878,0.565536743
0.347169029,0.057183934,0.989565036
0.352552122,0.058359433,0.560530881
0.402880016,0.057664697,0.66690742
0.280390793,0.056732658,0.919869009
0.103962369,0.066763364,0.523578858
0.099555076,0.062303937,0.539824542
0.270408881,0.054876622,0.443227063
0.194905561,0.063675698,1.074025063
0.153907354,0.064936383,0.861204384
-0.014985963,0.069525951,0.552017527
0.03658925,0.068338008,0.553129093
-0.103181843,0.07137061,0.539911936
-0.131837126,0.061770712,0.656178023
0.287287137,0.063663165,0.648773869
0.201772703,0.062972749,0.722812589
0.148814924,0.064195592,1.048249866
0.109423036,0.062444465,0.595464847
0.011674515,0.062893922,0.643678031
0.079180965,0.068578229,0.710434262
0.039402868,0.061752238,0.798604419
0.166637299,0.054632025,0.659841591
0.52457001,0.061984478,0.784594914
0.276754834,0.055651254,0.772072219
0.279653938,0.066884902,0.506194651
0.025709586,0.0710385,0.814295849
-0.134839283,0.070536413,0.734207673
0.133326562,0.066162164,0.616587325
0.110086246,0.063604267,0.649858637
0.193346611,0.055100208,0.726844961
-0.004845866,0.069421297,0.420680754
-0.050579536,0.065507962,0.598027294
0.135194047,0.058306369,0.574114044
0.062952434,0.062306106,0.575396827
0.190729267,0.062726088,0.479816626
0.114656922,0.05949332,0.65520644
0.504966708,0.054470181,0.639263164
0.384336344,0.060713788,0.640079612
0.17787143,0.067033359,0.701308165
-0.148583388,0.070300822,0.833565182
0.087642972,0.062405857,0.556948474
0.037091555,0.07286531,0.544873992
-0.133131763,0.064272982,0.705062686
0.018125791,0.056366105,0.900460139
0.092177795,0.058057118,0.660357263
0.233166238,0.061983487,0.570796544
0.177745846,0.059835663,0.526169245
0.332954369,0.057883134,0.771521565
0.556729485,0.055810528,0.826511971
0.452691178,0.056109546,0.473602224
0.368683667,0.05520854,0.587884243
0.086758593,0.064503905,0.722862174
0.052200413,0.066573573,0.679620608
0.124590721,0.063632205,0.71591282
-0.052109193,0.070471767,0.790418084
0.145346738,0.067337317,0.419836959
0.374022061,0.059725515,0.730275998
0.346483127,0.057895339,0.564778635
0.276566633,0.054622286,0.607878274
0.357158899,0.063697169,0.686479413
-0.02562571,0.070406669,0.549240351
-0.237500311,0.072282534,1.061524267
-0.285921149,0.074963332,0.541171989
-0.20545224,0.073332325,0.730097415
-0.148730999,0.072867489,0.692972921
0.123261265,0.057927204,0.685123256
0.259034673,0.058647258,0.65669818
0.302375059,0.066096738,0.787843029
0.052889842,0.066987615,0.530621776
0.042218563,0.067504329,0.552102682
-0.234245026,0.074828752,0.634824231
-0.012562703,0.068585285,0.65152698
-0.146428641,0.065716265,0.421697871
-0.061089858,0.064396619,0.441151152
-0.023231599,0.069946527,0.430489342
0.04127308,0.067458643,0.582626155
0.00546891,0.070550114,0.904516236
0.058654747,0.06585426,0.590372222
0.100604479,0.068965733,0.589179437
0.001993987,0.070128326,0.830583549
0.228625912,0.064035537,0.560869738
0.180206834,0.057518651,0.668523606
0.156663154,0.057066457,0.602357238
0.176063176,0.071024405,0.622513751
-0.14983576,0.071283849,0.659204197
-0.044398788,0.059674167,0.720537821
0.278964194,0.063064828,0.493183381
0.227449988,0.058051653,0.496341992
0.30732259,0.061579223,0.654113242
0.206521845,0.060598265,0.896966053
0.418332422,0.050659114,0.991708114
0.433839736,0.060252571,0.610120959
0.17449999,0.062445586,0.546461482
0.257171003,0.062344822,0.762449373
-0.04169099,0.075120621,0.744691369
-0.305250233,0.073315182,0.593761108
-0.089866733,0.063906667,0.735162358
0.100480128,0.065088538,0.989401661
-0.121106829,0.062898677,0.658690774
0.18806686,0.059147897,0.482202081
-0.017516403,0.068919183,0.514651514
0.138582573,0.070953828,0.646126454
-0.032038119,0.067392024,0.54445863
-0.041982829,0.070532597,0.726977495
-0.137045325,0.06802171,0.448885612
-0.103452645,0.06527751,0.757100663
-0.112041842,0.069181629,0.662105658
0.117898526,0.062777357,0.487764432
-0.094276104,0.068151979,0.56263781
0.026039007,0.06524387,0.485763969
-0.004337457,0.065025092,0.664589517
-0.155222396,0.076204332,1.358233324
-0.090909485,0.061483802,0.483012718
0.160938994,0.061790753,0.438458646
0.202203016,0.068503309,0.830150053
-0.208783135,0.067015045,0.612300775
0.191972835,0.063092221,0.793849247
-0.006635835,0.063993463,0.804397488
0.362491932,0.052946687,0.702079403
0.2491806,0.055865875,0.723885361
0.201417373,0.062141292,0.554403967
0.344534861,0.064822793,0.974921543
0.22900684,0.053869433,0.649158382
0.46673227,0.051254174,0.646265767
0.437663896,0.056738916,0.572228215
0.432214284,0.06170755,0.474716137
0.248890943,0.068494707,0.561128438
0.063409359,0.06297045,0.723162352
0.076943337,0.065831253,0.422509443
0.084183408,0.061600892,0.451365572
0.237410262,0.065752163,0.594754425
0.162217881,0.066378759,0.781167851
-0.200574325,0.064723515,0.672219789
0.171988333,0.06219872,0.633755291
0.105231497,0.062524209,0.503517624
0.233360018,0.058864222,0.977150568
0.27666714,0.06285294,0.515218559
0.107464185,0.063646441,0.790785582
0.079332352,0.069672609,0.850389208
-0.081399157,0.07533181,0.745572111
-0.027865954,0.065418395,0.851334686
-0.106334178,0.07025558,0.835012177
-0.034445712,0.062650795,0.555595138
0.012991168,0.069420647,0.59662943
-0.099319639,0.073186622,0.792115767
0.133595537,0.065987612,0.623756549
0.218271546,0.058859505,0.870342208
0.233169838,0.060173868,0.857505396
0.371816708,0.05181751,0.904322122
0.662137866,0.05784855,0.911513415
-0.19495572,0.068912662,0.635084056
-0.066388411,0.063602386,0.647571754
-0.047179579,0.065779922,0.661293753
0.26403524,0.068531337,0.654073595
0.088087382,0.063582835,0.552266225
0.144973554,0.060539765,0.679799009
0.076180089,0.061738559,0.533977599
0.343843582,0.052293169,0.880910961
0.196525959,0.064967617,0.583819121
0.157800354,0.058241251,0.708111884
0.565619069,0.055403176,0.470681947
0.330848601,0.055857056,0.77417196
0.15244239,0.059449011,0.716297485
0.154358682,0.067290242,0.729102801
-0.165243696,0.071194545,0.844256523
-0.11779293,0.065157288,0.83834565
0.070247979,0.066421929,0.727286543
0.040661837,0.072019371,0.650931377
-0.123154449,0.077444567,0.833731048
-0.213000537,0.075884319,0.687528987
-0.133677538,0.072860311,0.896833038
0.223024563,0.063363347,0.421768867
0.247137951,0.064405317,0.705079414
0.284742268,0.054768769,0.649261828
0.449335842,0.062519736,0.817054682
-0.086224651,0.059319693,0.63599195
0.174446609,0.058693198,0.734160563
0.02159428,0.066797262,0.760963062
0.223270229,0.057447125,0.634805704
0.193609881,0.063820977,0.801823823
-0.098413136,0.062390495,0.561657288
0.035201037,0.06510935,0.795900834
-0.009194705,0.068075091,0.655210073
0.072504873,0.067569253,0.669513317
0.090644206,0.066499569,0.484308478
0.095995561,0.058427594,0.647445674
0.144360712,0.064467944,0.664930542
0.109161512,0.066936971,0.719121182
-0.125200539,0.065846741,0.881678484
0.119711393,0.062937076,0.745468608
0.131052417,0.061151398,0.523808145
0.12857047,0.064487696,0.517147597
0.021207013,0.064432537,0.8479168
0.133410841,0.059863497,0.516312486
0.230128242,0.062021791,0.792421971
-0.191266119,0.071542937,0.42783127
-0.071047885,0.071306869,0.781163638
-0.118577508,0.067279171,0.610660754
-0.10312006,0.06773388,0.70304724
0.129885907,0.066543067,0.726944277
0.007230672,0.061384905,0.65694825
0.311112352,0.058862119,0.613548196
0.130005766,0.066528362,0.507854097
-0.068700732,0.070900999,0.909099021
0.10143242,0.062172814,0.619550081
0.108869328,0.066616153,0.556261547
0.105596093,0.068175661,0.718631353
-0.010733871,0.072645058,0.937536262
-0.26788875,0.067608204,0.861417676
0.029551458,0.068100043,0.609758031
0.016193476,0.060443353,0.91270919
0.522109033,0.061253058,0.798559585
0.073901464,0.058418149,0.543990728
0.135994135,0.063322769,0.698219331
-0.099231795,0.063565926,0.653317634
0.011193668,0.066393727,0.607175088
-0.084713811,0.066019174,0.647102525
0.31904571,0.056034619,0.58191748
0.23141504,0.061499289,0.579871969
0.109802443,0.064816465,0.721620583
-0.006627593,0.070180922,0.943286821
0.023752694,0.067024783,0.549443551
0.317297718,0.0560027,0.599305873
0.334301294,0.063610602,0.516744925
0.270656513,0.06757308,0.439738004
0.041826749,0.065843487,0.955914012
0.1637164,0.057381706,0.488087928
0.297407328,0.059866772,0.468072062
0.039317893,0.06618416,0.843397082
0.112386989,0.069821938,0.767272247
-0.1498751,0.071403942,0.769898768
0.047189028,0.068074643,0.905507762
0.112643242,0.056348053,0.665811404
0.319440365,0.067562606,0.769361913
0.077531151,0.061413254,1.035045836
0.337568142,0.060002177,0.52084497
0.175399816,0.065238657,1.109512391
0.569500751,0.057218338,1.200825904
0.181641934,0.063573109,0.720931256
0.436767293,0.066628264,0.575389469
0.07519722,0.065458786,0.582984078
-0.139500381,0.063765093,0.555334429
0.054799744,0.06419467,0.797995765
0.31591017,0.057274464,0.783998966
0.511052596,0.061735542,0.677083603
0.109078029,0.058962025,0.44579282
0.213243727,0.060130118,0.698678199
0.113542456,0.057020725,0.624209639
0.190101301,0.061412191,0.638521208
0.016376938,0.067892051,0.551578714
0.034093821,0.07021963,0.543831298
-0.118627497,0.06978557,0.374251365
-0.178138897,0.067097321,0.634534379
-0.151342064,0.068578371,0.780410764
0.147691168,0.064211024,0.733888558
-0.22320602,0.081652752,0.847676617
-0.246220352,0.074250138,0.6351536
-0.096645867,0.064806299,0.761513416
0.240678203,0.068329374,0.491508638
-0.063901144,0.061999932,0.55536639
-0.04009623,0.062064968,0.994374831
0.398352519,0.05965422,0.656229246
0.450375574,0.060061548,0.732822006
-0.021775371,0.071522944,0.527860405
-0.163694276,0.064601384,0.547295033
-0.089030466,0.070665048,0.732910213
0.044432631,0.072308477,0.694427601
-0.112799772,0.069401467,0.485988636
-0.058596486,0.065512187,0.6661327
0.110021831,0.067053707,0.716011983
0.022719723,0.06468497,0.582280005
-0.103240501,0.07223268,0.50621872
-0.133466092,0.068140677,0.746878271
-0.061951962,0.066066395,0.584998224
0.141384384,0.068334683,0.787756151
-0.07426595,0.072009576,0.775784054
-0.083606977,0.064570003,0.840291818
0.143169581,0.056214867,0.789252862
0.232415103,0.06226807,0.74853708
0.093134108,0.066560269,0.479994513
0.094354095,0.065416766,0.542278821
0.156334222,0.066073562,0.549805813
0.002109297,0.069559734,0.583269632
-0.057170953,0.063450473,0.534370771
0.097160019,0.067872625,0.49396939
-0.025849064,0.065448386,0.536396499
0.059805508,0.067451225,0.720746517
-0.223688565,0.071131821,0.722967108
-0.02424938,0.066147623,0.620256333
0.086602071,0.069371776,0.585613929
-0.008957986,0.064509779,0.441928731
0.04681436,0.063522432,0.574176725
0.201051774,0.059812626,0.497082646
0.275711084,0.065397263,0.593870942
0.153621111,0.06706103,0.744904587
0.059351797,0.066146404,0.622282181
0.127798941,0.063468739,0.901817341
0.052254688,0.066796518,0.620289091
-0.039410375,0.068506965,0.560432037
-0.216859383,0.069275619,0.751395727
0.047010925,0.063613154,0.80149816
0.093742917,0.06362405,0.426029826
0.007789822,0.067493184,0.787873857
-0.108128628,0.071745,0.690433548
0.024933927,0.076284747,0.53299152
0.092378151,0.069429777,0.564213625
-0.035076439,0.060287499,0.617307416
0.228333336,0.057636147,0.699219331
0.284212673,0.057862776,0.733593396
0.117202051,0.064630853,0.510957624
0.07993166,0.070763571,0.835986763
-0.020344616,0.073030146,0.990058845
-0.147318227,0.064094006,0.891095471
0.367286572,0.049258634,0.747748281
0.561793817,0.066652729,0.996471033
0.124377165,0.06093349,0.535620122
0.147525698,0.06409357,0.471462504
0.047342968,0.063490392,0.614886408
0.032285311,0.06301377,0.958962665
0.184694977,0.057795219,0.449751011
0.176686224,0.061012526,0.575199043
0.353837827,0.061600639,1.114801756
0.108520325,0.072514307,0.667881447
-0.126004111,0.065369847,0.663601723
-0.13424208,0.069249949,1.320145226
-0.195074657,0.071776688,0.484491163
-0.154028346,0.072474424,0.528401824
-0.009427921,0.066559742,0.573059784
-0.07811642,0.071176698,0.559834846
-0.157506769,0.069610416,0.413440336
-0.113308205,0.066822454,0.578241367
0.208080693,0.066489235,0.432275049
0.301835176,0.065295122,0.724712241
0.179298347,0.056372241,0.711365778
0.366293032,0.05267807,0.91828703
0.650108031,0.055980571,0.798486734
0.221900825,0.065439841,0.506659762
-0.032430931,0.069661623,0.426989479
-0.054079533,0.072761179,0.622983042
-0.0762898,0.064543852,0.616834668
0.167586364,0.061072862,0.794667578
0.271307275,0.059056473,0.575532196
0.387043286,0.061255399,0.817452322
0.332815154,0.056644093,0.574036171
0.201195441,0.06053682,0.645171647
0.160613955,0.06741306,0.631275585
-0.030639114,0.058714137,0.634600032
0.328784152,0.056539481,0.599733317
0.197497176,0.058743106,0.60116707
0.356798719,0.056068121,0.552702196
0.357669383,0.058517856,0.561104609
0.301741498,0.054503263,0.878137195
0.412123531,0.059702157,0.623851293
0.336204697,0.062433795,0.642811432
0.148983971,0.063697128,0.477202487
0.037054119,0.071987986,0.422804359
-0.001611813,0.071833431,0.580226259
-0.108922463,0.073612607,0.689720147
-0.084588381,0.070133387,0.738477169
0.161065111,0.067020737,0.691032081
0.050866817,0.066093467,0.762856875
-0.135958568,0.075038523,0.616203256
-0.176710863,0.065597232,1.289686462
0.329682548,0.068988347,0.62522458
0.186161574,0.064322909,0.643593018
-0.186553655,0.068958775,0.633072728
0.156576876,0.066197487,0.393889889
-0.123355234,0.064541569,0.728779513
0.060760206,0.067703284,0.624405676
0.156299593,0.064900381,0.484219126
0.251915016,0.058994957,0.890467847
-0.043515313,0.074183812,0.688808828
-0.122735077,0.077341631,0.652022719
-0.189886844,0.070752779,0.797569576
-0.024938972,0.0634455,0.607157035
0.129017479,0.070181221,0.481669665
0.069611544,0.060908313,0.441211976
0.01889649,0.069194259,0.605574231
-0.093172739,0.070518954,0.548845697
0.130766544,0.068501277,0.663571639
0.037679595,0.061362584,0.57137879
0.074393534,0.067373002,0.620902935
0.099449032,0.059796858,0.547774658
0.254466767,0.064242074,0.623204672
0.08837957,0.073224611,0.722295442
-0.178583712,0.066378712,0.857563875
0.067010328,0.074639486,0.598034696
-0.273032317,0.066797013,0.65106591
-0.009887009,0.064621635,0.453093673
0.156510143,0.065510762,0.797418754
-0.194473605,0.059739661,0.567839761
0.078360708,0.065407576,0.873299109
0.149624367,0.064998413,0.670167721
0.051626994,0.065318506,0.629544685
0.268075129,0.057898821,0.57070779
0.287596169,0.056087074,0.700136212
0.43517776,0.05300667,0.798068599
0.295118688,0.04980047,0.592741843
0.376125327,0.063426407,0.763309764
0.080895933,0.059307887,0.676072454
0.139434769,0.065354411,0.549917729
0.044084441,0.064214415,0.744460104
0.027825279,0.070179436,0.596238747
0.022835846,0.062084264,0.503912273
0.320710536,0.056639314,0.585265991
0.331520905,0.063175134,0.601326469
0.108318118,0.071928168,0.541430267
-0.05712269,0.071080143,0.629775778
-0.115877137,0.074673766,0.631383834
-0.380692266,0.071571212,0.579612407
-0.096154961,0.068965709,0.471891817
-0.069932995,0.059997561,0.587279375
0.182747346,0.061945162,0.457846874
0.25807523,0.059026174,0.536120857
0.338505051,0.060340624,0.582792188
0.247085745,0.064555669,0.509793465
-0.103585314,0.070073249,0.533633484
-0.102807893,0.070600025,0.659104354
-0.282578307,0.068781725,1.031779549
0.193260171,0.055305274,0.767846233
0.528937152,0.059434268,1.137063785
0.144334648,0.060877232,0.889711849
0.207788026,0.061833293,0.668898936
0.140043613,0.065307497,0.569970708
0.036251587,0.060765551,0.826793881
0.195832275,0.066454716,0.517952634
0.165916716,0.06560698,0.6839603
0.135155838,0.057507494,0.43239842
0.418166336,0.059463303,0.61767829
0.448596127,0.052313493,0.8029063
0.336462711,0.058737426,0.545303567
0.219291807,0.062351556,0.490758561
0.071675165,0.061268988,0.489417183
0.099343831,0.059267737,0.657974989
0.31422235,0.061236387,0.584880249
0.216956705,0.067948809,0.491050284
-0.135238545,0.069466562,0.724403965
-0.055979384,0.064498021,0.566308568
0.184906872,0.060526403,0.651292627
-0.056703493,0.064312846,0.937730519
0.201884792,0.062559825,0.57200119
-0.023619071,0.062403021,0.627588556
0.077447824,0.063535093,1.105187399
0.223382159,0.064036144,0.754996554
-0.070947495,0.070526365,0.839982376
-0.195460302,0.06450855,0.900643565
0.132360664,0.064820098,0.504059706
0.129761117,0.067839214,0.542354056
0.272313231,0.064705192,0.894570828
0.184759705,0.058575463,0.626993364
0.314505329,0.057897283,0.765601324
0.26894198,0.064145088,0.55924753
0.284544241,0.060172513,0.450913488
0.037164907,0.065840585,0.659786352
-0.077362779,0.067897808,0.622906112
0.004557905,0.067804549,0.542071759
0.11597682,0.071712457,0.732043017
-0.105464669,0.066072452,0.605066795
0.042102092,0.063695096,0.533244225
0.177154416,0.066352416,0.571401584
-0.068937454,0.064530625,0.736897284
-0.060343383,0.064502489,0.731837579
0.33437355,0.057102573,0.739755539
0.167815569,0.060825552,0.735097896
0.103031752,0.068858805,0.695724364
-0.172611201,0.073867136,0.826129315
-0.078965122,0.068899242,0.898556644
0.030994957,0.074974621,0.796622358
-0.233151218,0.077749893,0.52839303
-0.289448703,0.072851324,0.692977871
-0.101085593,0.068770067,0.587851723
0.05160215,0.067949705,0.806788814
-0.044805406,0.070003437,0.592999071
-0.227954628,0.076603394,0.441493315
0.010451762,0.065256235,0.5718504
-0.029705071,0.073260151,0.856367065
-0.023056738,0.065494689,0.560608849
0.169551825,0.06532979,0.541284798
0.015953631,0.062860825,0.61958068
0.192102096,0.060985194,0.542797679
0.178719362,0.064206945,0.647656855
0.063848177,0.066521414,0.522398924
0.093047299,0.064676286,0.624999837
0.133008531,0.063887313,0.581457899
0.130771982,0.063949844,0.673818864
0.019320472,0.064893499,0.583497931
0.137184192,0.063565658,0.583705461
0.104358641,0.063834705,0.712950906
0.21747792,0.066073756,0.806193464
0.185300106,0.07089685,0.828501922
-0.033946494,0.068637631,0.602446737
0.042698738,0.067516775,0.53333381
0.057210713,0.064859924,0.824909577
-0.193856094,0.065362125,1.064279354
0.027887866,0.067309935,0.781084871
0.221423172,0.060145861,0.664102695
0.20208466,0.068038152,0.578099297
-0.134694077,0.069922432,0.75555409
-0.015658476,0.072180994,0.645298527
-0.188723565,0.075128485,0.537877928
-0.169718428,0.0717923,0.832266644
-0.058065094,0.066334523,0.41525061
0.166612872,0.063605673,0.768271938
0.21124806,0.063709329,0.56429248
0.178954437,0.059268347,0.49923848
0.066345261,0.066909998,0.429934012
0.09723824,0.059036186,0.823100565
0.407833892,0.057678769,0.607272845
0.072608315,0.063122204,0.619813092
0.030999725,0.062833787,0.421047202
0.167331477,0.065249004,0.895991472
0.000668712,0.067476486,0.487393851
0.090970586,0.058655489,0.735939074
0.243509359,0.063359231,0.621986532
0.099523516,0.062723642,0.406899837
0.052524829,0.065768417,0.727187393
0.137483321,0.059085991,0.647088667
-0.004580546,0.067222409,0.89943645
0.034073923,0.066242639,0.570388189
0.021854876,0.069748658,0.599466161
-0.000831733,0.059354833,0.670564567
0.289725437,0.065877124,0.537528808
-0.07603741,0.07004008,0.404616093
0.116705335,0.058669498,0.574453654
0.168683323,0.063304307,0.829019677
0.251239715,0.065710423,0.57022427
0.122517309,0.062271262,0.368092813
0.072975714,0.06570872,0.559556972
0.158145913,0.059480285,0.680854562
0.068921746,0.058541102,0.729697906
0.371634756,0.059943022,0.828142377
0.270866248,0.066105906,0.699471235
-0.067358581,0.066385727,0.515138133
0.050633308,0.063249186,0.509954349
0.166501417,0.062036873,0.737166884
0.263529934,0.059514891,0.83245434
0.241403175,0.058319713,1.005650957
-0.212888536,0.058854605,0.807893354
0.269854841,0.057225099,0.600998056
0.358967198,0.064986219,0.862376284
0.125697752,0.066204974,0.660639326
-0.126248916,0.069089068,0.571748811
-0.051390695,0.066331918,0.539626388
0.196675343,0.059920759,0.80056866
0.101355383,0.061675067,0.865649052
0.336975826,0.059153792,0.50114766
0.238220857,0.062053441,0.689280153
0.278411229,0.062707734,0.574726646
0.142246705,0.058338108,0.544904211
0.02358769,0.06381501,0.66187417
-0.217514886,0.069781542,0.504325834
-0.05228072,0.06439626,0.722062488
0.063884061,0.0699534,0.519069004
-0.041638562,0.069261889,0.504709895
0.028775177,0.065583933,0.507137001
